2;3;4;5;6;7;8;9
118;257;832;2300;3876;11392;5386;7744
114;234;885;2434;3066;11148;5196;8358
134;196;561;2076;4083;10250;5412;11113
146;190;630;2095;3244;11046;5259;8446
136;203;666;2059;3224;10808;5239;11643
120;188;780;2204;3718;10851;5300;11914
128;190;504;2133;3602;11247;5317;10945
105;196;525;2114;3323;11214;5025;9336
102;214;553;2014;3359;10832;5598;7426
76;190;660;2204;3660;10446;5078;7334
