2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
148.2;174.2;826.9;610.8;2094.8;4963.4;3608.7;4741.9;1544.4;790.3;2109.6;10407.4;19393;24706.9;10357.7;7673.2;10627.5;36962;35753.9
